Event,Site,Date,Round,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,Variant,TimeControl,ECO,Termination
Rated bullet game,https://lichess.org/gLdnAAj2,2024.08.19,?,Emrah9606,talmizrahi1,1-0,2024.08.19,18:04:55,1284,1305,+6,-6,Standard,60+0,D00,Normal
Rated bullet game,https://lichess.org/JHQPWeuY,2024.08.19,?,Ekanth,talmizrahi1,0-1,2024.08.19,18:02:43,1284,1300,-6,+5,Standard,60+0,A43,Time forfeit
Rated bullet game,https://lichess.org/zwKkAmoq,2024.08.19,?,talmizrahi1,yatset,0-1,2024.08.19,17:59:52,1304,1358,-4,+5,Standard,60+0,B01,Time forfeit
Rated bullet game,https://lichess.org/1IA8rI4X,2024.08.19,?,talmizrahi1,trkrsrkr,1-0,2024.08.19,17:53:23,1298,1315,+6,-6,Standard,60+0,C50,Time forfeit
Rated bullet game,https://lichess.org/nhkMPYbo,2024.08.19,?,batugga,talmizrahi1,1-0,2024.08.19,14:26:17,1308,1304,+5,-6,Standard,60+0,B54,Time forfeit
Rated bullet game,https://lichess.org/oPUR1vJs,2024.08.19,?,pepez1b,talmizrahi1,1-0,2024.08.19,13:39:52,1289,1310,+6,-6,Standard,60+0,B20,Time forfeit
Rated bullet game,https://lichess.org/NYe0r76j,2024.08.19,?,talmizrahi1,Ritishachess1,1/2-1/2,2024.08.19,13:37:25,1311,1225,-1,+1,Standard,60+0,C42,Normal
Rated bullet game,https://lichess.org/9TQCqg63,2024.08.19,?,talmizrahi1,ayub_777,0-1,2024.08.19,13:22:07,1318,1220,-7,+78,Standard,60+0,C55,Time forfeit
Rated bullet game,https://lichess.org/PU9hTBay,2024.08.19,?,London54,talmizrahi1,0-1,2024.08.19,13:06:28,1280,1313,-5,+5,Standard,60+0,D00,Time forfeit
Rated bullet game,https://lichess.org/DxiK3xt8,2024.08.19,?,leandre_98,talmizrahi1,1-0,2024.08.19,13:04:28,1286,1318,+63,-5,Standard,60+0,D20,Time forfeit
Rated bullet game,https://lichess.org/NTwjwrQH,2024.08.19,?,talmizrahi1,birkandot,1-0,2024.08.19,13:02:06,1313,1284,+5,-5,Standard,60+0,B01,Time forfeit
Rated bullet game,https://lichess.org/t9OWcgnL,2024.08.19,?,Maxikingchess,talmizrahi1,0-1,2024.08.19,12:59:53,1289,1307,-5,+6,Standard,60+0,B56,Time forfeit
Rated bullet game,https://lichess.org/YegfJfi4,2024.08.19,?,leblaireau,talmizrahi1,0-1,2024.08.19,12:55:18,1406,1300,-7,+7,Standard,60+0,B21,Time forfeit
Rated bullet game,https://lichess.org/2tXJfEms,2024.08.19,?,talmizrahi1,amirdna2000,0-1,2024.08.19,11:24:11,1306,1282,-6,+6,Standard,60+0,C40,Time forfeit
Rated bullet game,https://lichess.org/xFrLsLg4,2024.08.19,?,talmizrahi1,Kappa-Blanket,0-1,2024.08.19,11:19:52,1312,1316,-6,+6,Standard,60+0,B30,Normal
Rated bullet game,https://lichess.org/bs2PEsRd,2024.08.19,?,talmizrahi1,D-EvilZz,0-1,2024.08.19,11:17:33,1319,1196,-7,+8,Standard,60+0,C40,Time forfeit
Rated bullet game,https://lichess.org/D0YjYsr6,2024.08.19,?,Psammy,talmizrahi1,1-0,2024.08.19,09:37:21,1313,1325,+6,-6,Standard,60+0,B23,Time forfeit
Rated bullet game,https://lichess.org/QiWaplaF,2024.08.19,?,talmizrahi1,JKMaster29,0-1,2024.08.19,09:35:30,1331,1290,-6,+6,Standard,60+0,C50,Time forfeit
Rated bullet game,https://lichess.org/tpPQhNdE,2024.08.19,?,aca12345,talmizrahi1,1-0,2024.08.19,09:32:19,1418,1336,+4,-5,Standard,60+0,D00,Time forfeit
Rated bullet game,https://lichess.org/MNIEg8Yc,2024.08.19,?,talmizrahi1,AmigoRoman,0-1,2024.08.19,09:30:04,1341,1342,-5,+6,Standard,60+0,B01,Time forfeit
Rated bullet game,https://lichess.org/EviNL4JN,2024.08.19,?,SVe55el,talmizrahi1,0-1,2024.08.19,09:27:57,1308,1336,-5,+5,Standard,60+0,B70,Time forfeit
Rated bullet game,https://lichess.org/O7VifBww,2024.08.19,?,SlavaE,talmizrahi1,1-0,2024.08.19,09:26:03,1410,1341,+4,-5,Standard,60+0,B56,Normal
Rated bullet game,https://lichess.org/O8MBjD8J,2024.08.19,?,talmizrahi1,Amarezza90,0-1,2024.08.19,08:34:25,1346,1363,-5,+5,Standard,120+1,B01,Normal
Rated bullet game,https://lichess.org/K72UjIq9,2024.08.19,?,Darren_A,talmizrahi1,0-1,2024.08.19,06:13:53,1311,1341,-5,+5,Standard,60+0,B50,Normal
Rated bullet game,https://lichess.org/Cix2rxg3,2024.08.18,?,talmizrahi1,sergo2117,1/2-1/2,2024.08.18,18:57:00,1339,1432,+2,-2,Standard,60+0,B50,Normal
Rated bullet game,https://lichess.org/Ot2Db4Ai,2024.08.18,?,talmizrahi1,trebz,1-0,2024.08.18,18:54:59,1333,1353,+6,-6,Standard,60+0,B06,Normal
Rated bullet game,https://lichess.org/fGT2dz9U,2024.08.18,?,domqasrawi,talmizrahi1,1-0,2024.08.18,18:52:38,1354,1339,+6,-6,Standard,60+0,B23,Time forfeit
Rated bullet game,https://lichess.org/MzdxmRlY,2024.08.18,?,wow4444,talmizrahi1,1/2-1/2,2024.08.18,18:50:24,1363,1338,+0,+1,Standard,60+0,B50,Normal
Rated bullet game,https://lichess.org/LRe7wtUe,2024.08.18,?,talmizrahi1,Dexprom,1-0,2024.08.18,18:48:23,1332,1351,+6,-6,Standard,60+0,B10,Time forfeit
Rated bullet game,https://lichess.org/cttHWh9L,2024.08.18,?,talmizrahi1,SergioGentili,0-1,2024.08.18,18:46:07,1338,1359,-6,+5,Standard,60+0,C42,Time forfeit
Rated bullet game,https://lichess.org/avZRK3Sc,2024.08.18,?,tomerdo,talmizrahi1,0-1,2024.08.18,18:43:54,1347,1332,-6,+6,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/VnNfEMSD,2024.08.18,?,Sportdeporte,talmizrahi1,0-1,2024.08.18,18:41:46,1312,1326,-5,+6,Standard,60+0,D20,Time forfeit
Rated bullet game,https://lichess.org/KUh3DWcM,2024.08.18,?,talmizrahi1,logeswaranyuvi,1-0,2024.08.18,18:39:31,1320,1320,+6,-5,Standard,60+0,C41,Time forfeit
Rated bullet game,https://lichess.org/eGPAoOPh,2024.08.18,?,talmizrahi1,chess_beginer,0-1,2024.08.18,18:35:59,1326,1333,-6,+5,Standard,60+0,B10,Normal
Rated bullet game,https://lichess.org/goL4TalR,2024.08.18,?,Jens_Jungmann,talmizrahi1,0-1,2024.08.18,18:33:15,1378,1319,-7,+7,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/ndFov3Tz,2024.08.18,?,talmizrahi1,helicoco,0-1,2024.08.18,18:31:27,1324,1343,-5,+6,Standard,60+0,C00,Normal
Rated bullet game,https://lichess.org/R580s2fX,2024.08.18,?,rah91,talmizrahi1,0-1,2024.08.18,18:29:41,1317,1319,-6,+5,Standard,60+0,B70,Time forfeit
Rated bullet game,https://lichess.org/A7p0hdrJ,2024.08.18,?,mirza_amaan,talmizrahi1,1-0,2024.08.18,18:27:25,1337,1324,+6,-5,Standard,60+0,B23,Time forfeit
Rated bullet game,https://lichess.org/9kF3UroO,2024.08.18,?,talmizrahi1,Glorendel,1-0,2024.08.18,16:09:09,1318,1336,+6,-6,Standard,60+0,B10,Time forfeit
Rated bullet game,https://lichess.org/bBYzHa4E,2024.08.18,?,talmizrahi1,Amalsaputra22,1-0,2024.08.18,16:06:43,1313,1298,+5,-6,Standard,60+0,C40,Time forfeit
Rated bullet game,https://lichess.org/Gf2Ka4lF,2024.08.18,?,voytrex,talmizrahi1,1-0,2024.08.18,16:04:27,1233,1320,+7,-7,Standard,60+0,D01,Time forfeit
Rated bullet game,https://lichess.org/cdEIlTaQ,2024.08.18,?,timarsizsipahi,talmizrahi1,1-0,2024.08.18,16:01:36,1434,1324,+4,-4,Standard,60+0,D00,Time forfeit
Rated bullet game,https://lichess.org/pOnnkBfu,2024.08.18,?,talmizrahi1,Kripananda,1-0,2024.08.18,15:59:10,1318,1334,+6,-6,Standard,60+0,B01,Time forfeit
Rated bullet game,https://lichess.org/DNrCIkKV,2024.08.18,?,talmizrahi1,Daisuke101007,1/2-1/2,2024.08.18,12:16:33,1316,1391,+2,-2,Standard,120+1,B10,Normal
Rated bullet game,https://lichess.org/ZrVDRPVN,2024.08.18,?,MPavlovic23,talmizrahi1,1/2-1/2,2024.08.18,12:15:44,1284,1317,+1,-1,Standard,120+1,A45,Normal
Rated bullet game,https://lichess.org/FsRrNwdB,2024.08.18,?,BlackBacks,talmizrahi1,1-0,2024.08.18,10:46:02,1320,1323,+8,-6,Standard,60+0,B20,Time forfeit
Rated bullet game,https://lichess.org/xKKUp8UX,2024.08.18,?,talmizrahi1,Freeeb,1-0,2024.08.18,10:43:36,1318,1235,+5,-5,Standard,60+0,B23,Time forfeit
Rated bullet game,https://lichess.org/UeAZ2ioC,2024.08.18,?,talmizrahi1,omar_fouda,1-0,2024.08.18,10:41:40,1312,1349,+6,-7,Standard,60+0,B01,Time forfeit
Rated bullet game,https://lichess.org/e8Jm8n06,2024.08.18,?,Ravenold,talmizrahi1,1-0,2024.08.18,10:40:00,1273,1318,+6,-6,Standard,60+0,B54,Normal
Rated bullet game,https://lichess.org/lW7jZ2lb,2024.08.18,?,talmizrahi1,hitikgoel,0-1,2024.08.18,10:37:52,1325,1235,-7,+8,Standard,60+0,C41,Time forfeit
Rated bullet game,https://lichess.org/eOaMn6kj,2024.08.18,?,talmizrahi1,chessdubs123,0-1,2024.08.18,10:35:44,1331,1309,-6,+6,Standard,60+0,C53,Time forfeit
Rated bullet game,https://lichess.org/F2JBUqlO,2024.08.18,?,suharom16,talmizrahi1,0-1,2024.08.18,10:33:38,1292,1326,-5,+5,Standard,60+0,B20,Time forfeit
Rated bullet game,https://lichess.org/Eh169LI6,2024.08.18,?,AndryKurniawan,talmizrahi1,0-1,2024.08.18,10:31:31,1325,1320,-5,+6,Standard,60+0,B56,Time forfeit
Rated bullet game,https://lichess.org/FmYVI3JD,2024.08.18,?,talmizrahi1,veicho,0-1,2024.08.18,09:10:15,1326,1321,-6,+6,Standard,60+0,C00,Time forfeit
Rated bullet game,https://lichess.org/FkXWfBXs,2024.08.18,?,the_shepster,talmizrahi1,1-0,2024.08.18,09:02:07,1314,1332,+10,-6,Standard,60+0,A04,Time forfeit
Rated bullet game,https://lichess.org/bVMkP7F7,2024.08.18,?,sergo2117,talmizrahi1,0-1,2024.08.18,05:15:23,1404,1325,-7,+7,Standard,60+0,D20,Time forfeit
Rated bullet game,https://lichess.org/Kdjlawet,2024.08.18,?,talmizrahi1,Daraliel,0-1,2024.08.18,05:09:11,1331,1334,-6,+6,Standard,120+1,B27,Time forfeit
Rated bullet game,https://lichess.org/RTJvIHA2,2024.08.17,?,talmizrahi1,therrerac,1-0,2024.08.17,19:29:07,1325,1330,+6,-8,Standard,60+0,C47,Time forfeit
Rated bullet game,https://lichess.org/dICcDDS7,2024.08.17,?,gusdibla,talmizrahi1,0-1,2024.08.17,19:26:34,1268,1320,-13,+5,Standard,60+0,A43,Normal
Rated bullet game,https://lichess.org/TZwhkRTc,2024.08.17,?,talmizrahi1,mcesarm,1-0,2024.08.17,19:23:28,1314,1329,+6,-6,Standard,60+0,B21,Time forfeit
Rated bullet game,https://lichess.org/pKvJkVVI,2024.08.17,?,talmizrahi1,Sayam0703,0-1,2024.08.17,19:21:06,1319,1366,-5,+5,Standard,60+0,C47,Time forfeit
Rated bullet game,https://lichess.org/dBjPJCsZ,2024.08.17,?,pegasII,talmizrahi1,0-1,2024.08.17,19:17:23,1283,1314,-5,+5,Standard,60+0,A46,Time forfeit
Rated bullet game,https://lichess.org/yYH3HgCX,2024.08.17,?,Patil2797,talmizrahi1,0-1,2024.08.17,19:14:12,1305,1308,-6,+6,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/jldXWD0H,2024.08.17,?,talmizrahi1,Drumdidam,1-0,2024.08.17,19:11:56,1301,1352,+7,-7,Standard,60+0,B13,Time forfeit
Rated bullet game,https://lichess.org/qxNM5ICg,2024.08.17,?,melihtaha2020,talmizrahi1,0-1,2024.08.17,19:09:39,1358,1295,-7,+6,Standard,60+0,A00,Time forfeit
Rated bullet game,https://lichess.org/pHbUsKsT,2024.08.17,?,talmizrahi1,ludwigrosz,0-1,2024.08.17,19:07:46,1300,1307,-5,+5,Standard,60+0,C00,Normal
Rated bullet game,https://lichess.org/s23LRojp,2024.08.17,?,talmizrahi1,Komixzone,0-1,2024.08.17,19:05:27,1306,1298,-6,+6,Standard,60+0,C41,Time forfeit
Rated bullet game,https://lichess.org/ncRC4hPu,2024.08.17,?,PanasOmega,talmizrahi1,0-1,2024.08.17,19:04:05,1319,1300,-6,+6,Standard,60+0,B50,Normal
Rated bullet game,https://lichess.org/KCYYezVX,2024.08.17,?,ailinterista,talmizrahi1,0-1,2024.08.17,19:01:53,1224,1295,-4,+5,Standard,60+0,B60,Time forfeit
Rated bullet game,https://lichess.org/2wNm8Hvu,2024.08.17,?,talmizrahi1,Nirv224,1/2-1/2,2024.08.17,18:57:28,1295,1306,+0,+0,Standard,60+0,C44,Time forfeit
Rated bullet game,https://lichess.org/OEF2r9lJ,2024.08.17,?,CasaMedina,talmizrahi1,0-1,2024.08.17,18:50:15,1231,1290,-5,+5,Standard,120+1,B57,Normal
Rated bullet game,https://lichess.org/D8alwipc,2024.08.17,?,talmizrahi1,Qvedo,1-0,2024.08.17,18:22:16,1285,1270,+5,-5,Standard,60+0,B06,Time forfeit
Rated bullet game,https://lichess.org/dX5MRBAt,2024.08.17,?,yapasdesoucis,talmizrahi1,1-0,2024.08.17,18:20:04,1244,1291,+7,-6,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/GD6zgzre,2024.08.17,?,talmizrahi1,Oblomovh,1-0,2024.08.17,18:17:52,1286,1273,+5,-5,Standard,60+0,B01,Time forfeit
Rated bullet game,https://lichess.org/YA463Drn,2024.08.17,?,WoodPushingDude,talmizrahi1,1-0,2024.08.17,18:16:57,1320,1291,+6,-5,Standard,60+0,B20,Normal
Rated bullet game,https://lichess.org/1edg8ItK,2024.08.17,?,Izakgonzalez,talmizrahi1,1-0,2024.08.17,18:15:11,1244,1297,+7,-6,Standard,60+0,B56,Normal
Rated bullet game,https://lichess.org/d8TEDWhD,2024.08.17,?,talmizrahi1,Alaeddine97,1-0,2024.08.17,18:13:48,1293,1206,+4,-6,Standard,60+0,C50,Normal
Rated bullet game,https://lichess.org/rbOuXtug,2024.08.17,?,talmizrahi1,gazelist,0-1,2024.08.17,18:12:12,1299,1263,-6,+6,Standard,60+0,B10,Normal
Rated bullet game,https://lichess.org/63uhc7ID,2024.08.17,?,talmizrahi1,Mayaan123,1-0,2024.08.17,14:53:30,1293,1302,+6,-13,Standard,60+0,B01,Normal
Rated bullet game,https://lichess.org/QD0b89w2,2024.08.17,?,Greatestt,talmizrahi1,1-0,2024.08.17,14:50:56,1326,1299,+6,-6,Standard,60+0,D01,Normal
Rated bullet game,https://lichess.org/QPVv1iSV,2024.08.17,?,Luisean50,talmizrahi1,0-1,2024.08.17,14:48:45,1210,1294,-4,+5,Standard,60+0,A30,Time forfeit
Rated bullet game,https://lichess.org/HFROICmT,2024.08.17,?,Abhi99p,talmizrahi1,1-0,2024.08.17,14:46:09,1344,1299,+5,-5,Standard,60+0,A01,Time forfeit
Rated bullet game,https://lichess.org/L7hj5yRr,2024.08.17,?,talmizrahi1,ajaytewari,1-0,2024.08.17,13:27:24,1293,1304,+6,-6,Standard,120+1,C47,Time forfeit
Rated bullet game,https://lichess.org/9uVNJxp1,2024.08.17,?,talmizrahi1,Cskn5,0-1,2024.08.17,13:25:59,1301,1180,-8,+7,Standard,120+1,C50,Normal
Rated bullet game,https://lichess.org/0tu3VdL8,2024.08.17,?,AshabRaiyan,talmizrahi1,1-0,2024.08.17,13:25:18,1325,1306,+15,-5,Standard,120+1,D00,Normal
Rated bullet game,https://lichess.org/Fr8vgdc7,2024.08.17,?,kaAuhnung345,talmizrahi1,0-1,2024.08.17,13:09:26,1389,1299,-8,+7,Standard,120+1,A04,Normal
Rated bullet game,https://lichess.org/U0nH4usL,2024.08.17,?,talmizrahi1,XO378,0-1,2024.08.17,13:06:00,1304,1358,-5,+5,Standard,120+1,C40,Normal
Rated bullet game,https://lichess.org/9RDPgqBG,2024.08.17,?,Bologna1964,talmizrahi1,0-1,2024.08.17,13:00:53,1295,1298,-6,+6,Standard,120+1,B53,Normal
Rated bullet game,https://lichess.org/JdFMi8Eb,2024.08.17,?,talmizrahi1,buller739,0-1,2024.08.17,12:58:26,1304,1270,-6,+6,Standard,120+1,C50,Normal
Rated bullet game,https://lichess.org/2627fHqX,2024.08.17,?,talmizrahi1,aryangupta200308,0-1,2024.08.17,11:41:20,1310,1335,-6,+6,Standard,60+0,C50,Time forfeit
Rated bullet game,https://lichess.org/ly3v31Fz,2024.08.17,?,talmizrahi1,PrabhanjanT,1-0,2024.08.17,11:39:02,1305,1249,+5,-5,Standard,60+0,B00,Time forfeit
Rated bullet game,https://lichess.org/6P2kaX5j,2024.08.17,?,MUHAMMADQODIR1,talmizrahi1,0-1,2024.08.17,11:36:39,1320,1299,-6,+6,Standard,60+0,A01,Time forfeit
Rated bullet game,https://lichess.org/5RZO9uz4,2024.08.17,?,talmizrahi1,diehaidar1352,0-1,2024.08.17,11:34:28,1305,1279,-6,+6,Standard,60+0,B01,Time forfeit
Rated bullet game,https://lichess.org/sPlAJKYh,2024.08.17,?,ludwigrosz,talmizrahi1,0-1,2024.08.17,05:28:24,1202,1301,-4,+4,Standard,60+0,A00,Time forfeit
Rated bullet game,https://lichess.org/MChRIjHj,2024.08.17,?,Promo_02,talmizrahi1,0-1,2024.08.17,05:26:22,1251,1296,-5,+5,Standard,60+0,B50,Normal
Rated bullet game,https://lichess.org/QwDTokHK,2024.08.17,?,Trifuerza333,talmizrahi1,1-0,2024.08.17,05:24:20,1266,1302,+7,-6,Standard,60+0,A34,Normal
Rated bullet game,https://lichess.org/l5AzV8TY,2024.08.17,?,tsiaro777,talmizrahi1,0-1,2024.08.17,05:21:20,1285,1296,-5,+6,Standard,60+0,A00,Time forfeit
Rated bullet game,https://lichess.org/pisMnOr1,2024.08.16,?,talmizrahi1,shacharen,1-0,2024.08.16,18:55:45,1289,1353,+7,-7,Standard,60+0,B30,Normal
Rated bullet game,https://lichess.org/gqzP7P2o,2024.08.16,?,talmizrahi1,gobackiwantbemonke,1-0,2024.08.16,17:32:36,1283,1289,+6,-6,Standard,60+0,C41,Time forfeit
Rated bullet game,https://lichess.org/HgOQrRci,2024.08.16,?,talmizrahi1,ChessRelatedPseudo,1-0,2024.08.16,17:27:37,1276,1357,+7,-7,Standard,60+0,B01,Time forfeit
Rated bullet game,https://lichess.org/OI7H6T02,2024.08.16,?,GustavoEscobar99,talmizrahi1,1-0,2024.08.16,17:26:08,1374,1280,+133,-4,Standard,60+0,A04,Normal
Rated bullet game,https://lichess.org/S7g4zhYJ,2024.08.16,?,talmizrahi1,Muaddddib,1-0,2024.08.16,17:17:37,1274,1237,+6,-5,Standard,120+1,C47,Normal
Rated bullet game,https://lichess.org/8q37hTyV,2024.08.16,?,roronunezr,talmizrahi1,0-1,2024.08.16,17:12:28,1254,1269,-6,+5,Standard,120+1,D02,Normal
Rated bullet game,https://lichess.org/H2aqmGyw,2024.08.16,?,leonidPan,talmizrahi1,1-0,2024.08.16,16:06:53,1296,1274,+6,-5,Standard,120+1,D20,Time forfeit
Rated bullet game,https://lichess.org/RaUpwKRo,2024.08.16,?,talmizrahi1,Cpu24,0-1,2024.08.16,16:02:33,1279,1317,-5,+5,Standard,120+1,B00,Normal
Rated bullet game,https://lichess.org/3D3nFDxI,2024.08.16,?,pelonest,talmizrahi1,1-0,2024.08.16,15:58:58,1250,1286,+7,-7,Standard,120+1,B72,Normal
Rated bullet game,https://lichess.org/aN6MW2bM,2024.08.16,?,talmizrahi1,RonaldoP227,1-0,2024.08.16,15:52:45,1279,1345,+7,-6,Standard,120+1,B30,Time forfeit
Rated bullet game,https://lichess.org/a5wVn1MW,2024.08.16,?,Olimpia_gs21,talmizrahi1,1-0,2024.08.16,15:48:57,1330,1284,+10,-5,Standard,120+1,B50,Normal
Rated bullet game,https://lichess.org/NRmgZFXo,2024.08.16,?,EmreAbak,talmizrahi1,1-0,2024.08.16,12:57:52,1338,1289,+5,-5,Standard,60+0,D01,Normal
Rated bullet game,https://lichess.org/0M6vClpz,2024.08.16,?,talmizrahi1,jasubal,0-1,2024.08.16,12:55:36,1294,1330,-5,+5,Standard,60+0,C40,Normal
Rated bullet game,https://lichess.org/hDhlyazB,2024.08.16,?,talmizrahi1,Truelovechess,0-1,2024.08.16,12:53:23,1301,1188,-7,+7,Standard,60+0,B30,Time forfeit
Rated bullet game,https://lichess.org/WN5X3NHv,2024.08.16,?,diehaidar1352,talmizrahi1,1-0,2024.08.16,12:51:08,1306,1307,+12,-6,Standard,60+0,D00,Time forfeit
Rated bullet game,https://lichess.org/wr3UMSxj,2024.08.16,?,talmizrahi1,Groove99,1-0,2024.08.16,12:50:52,1301,1323,+6,-6,Standard,60+0,B10,Normal
Rated bullet game,https://lichess.org/lJw3yWiH,2024.08.16,?,talmizrahi1,MaCa666_player,1-0,2024.08.16,12:48:41,1295,1261,+6,-5,Standard,60+0,B06,Time forfeit
Rated bullet game,https://lichess.org/v4N9BZhs,2024.08.16,?,talmizrahi1,High-Performer,0-1,2024.08.16,12:46:27,1301,1324,-6,+5,Standard,60+0,C50,Time forfeit
Rated bullet game,https://lichess.org/cuWdXAdQ,2024.08.16,?,Linearboom98,talmizrahi1,0-1,2024.08.16,12:45:01,1280,1295,-6,+6,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/tG517qhe,2024.08.16,?,Aligator_S,talmizrahi1,1-0,2024.08.16,11:12:01,1244,1302,+7,-7,Standard,120+1,B23,Normal
Rated bullet game,https://lichess.org/KF0ydiRR,2024.08.16,?,Joeliolio,talmizrahi1,1-0,2024.08.16,08:29:54,1306,1307,+7,-5,Standard,60+0,D25,Time forfeit
Rated bullet game,https://lichess.org/9Lqu6WGB,2024.08.16,?,talmizrahi1,nofoax,1-0,2024.08.16,07:57:03,1303,1209,+4,-4,Standard,120+1,C50,Normal
Rated bullet game,https://lichess.org/PaOlDh77,2024.08.16,?,mali89,talmizrahi1,0-1,2024.08.16,07:53:18,1290,1298,-6,+5,Standard,120+1,B20,Normal
Rated bullet game,https://lichess.org/rCstiZhI,2024.08.16,?,talmizrahi1,Aurora710,1-0,2024.08.16,07:50:05,1292,1273,+6,-6,Standard,120+1,C50,Normal
Rated bullet game,https://lichess.org/AEGfmIvj,2024.08.16,?,olegdoe,talmizrahi1,0-1,2024.08.16,05:35:25,1317,1286,-7,+6,Standard,120+1,B20,Time forfeit
Rated bullet game,https://lichess.org/lLIwoqT8,2024.08.16,?,talmizrahi1,yutanagano,1-0,2024.08.16,05:33:39,1280,1277,+6,-7,Standard,120+1,C47,Normal
Rated bullet game,https://lichess.org/Vkzm8ERl,2024.08.15,?,talmizrahi1,adambourima,0-1,2024.08.15,20:11:02,1286,1290,-6,+10,Standard,60+0,C64,Time forfeit
Rated bullet game,https://lichess.org/WqGnu7g2,2024.08.15,?,Damblodar,talmizrahi1,0-1,2024.08.15,20:07:13,1310,1279,-6,+7,Standard,60+0,B52,Time forfeit
Rated bullet game,https://lichess.org/0KBA6gJK,2024.08.15,?,talmizrahi1,pegaso1111,1-0,2024.08.15,20:05:07,1274,1276,+5,-29,Standard,60+0,B00,Time forfeit
Rated bullet game,https://lichess.org/ZDYjjYxD,2024.08.15,?,talmizrahi1,kaspalamamba,0-1,2024.08.15,20:02:47,1279,1290,-5,+5,Standard,60+0,B00,Time forfeit
Rated bullet game,https://lichess.org/HwUurZ17,2024.08.15,?,alvajor44,talmizrahi1,1-0,2024.08.15,20:00:21,1292,1285,+5,-6,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/zVBriV1W,2024.08.15,?,talmizrahi1,MARVELEUS,0-1,2024.08.15,19:58:05,1289,1384,-4,+5,Standard,60+0,C40,Time forfeit
Rated bullet game,https://lichess.org/9qnGnYDV,2024.08.15,?,Marcin1981kg,talmizrahi1,1-0,2024.08.15,19:56:06,1262,1295,+6,-6,Standard,60+0,A00,Time forfeit
Rated bullet game,https://lichess.org/ViukdWg2,2024.08.15,?,talmizrahi1,StNiklas,0-1,2024.08.15,19:53:37,1301,1287,-6,+6,Standard,120+1,B06,Normal
Rated bullet game,https://lichess.org/kwV65aMr,2024.08.15,?,ChaudharyAwais,talmizrahi1,1-0,2024.08.15,19:18:03,1328,1307,+6,-6,Standard,120+1,B21,Time forfeit
Rated bullet game,https://lichess.org/tkoWkQrA,2024.08.15,?,Gramis,talmizrahi1,0-1,2024.08.15,19:14:42,1280,1301,-6,+6,Standard,120+1,B22,Normal
Rated bullet game,https://lichess.org/aaPpixpL,2024.08.15,?,talmizrahi1,miclonx2,1-0,2024.08.15,19:07:09,1296,1232,+5,-5,Standard,120+1,C41,Time forfeit
Rated bullet game,https://lichess.org/I43nhgjP,2024.08.15,?,kamaliza,talmizrahi1,1-0,2024.08.15,19:02:56,1391,1301,+5,-5,Standard,120+1,D00,Normal
Rated bullet game,https://lichess.org/tgH7VsLX,2024.08.15,?,Nwizzard,talmizrahi1,1-0,2024.08.15,18:45:36,1293,1307,+6,-6,Standard,120+1,B50,Normal
Rated bullet game,https://lichess.org/KyeUBu1x,2024.08.15,?,talmizrahi1,Schach_Martin_53,0-1,2024.08.15,14:15:26,1315,1228,-8,+7,Standard,120+1,C42,Normal
Rated bullet game,https://lichess.org/vfeHjDDJ,2024.08.15,?,talmizrahi1,teimurazgabunia,1-0,2024.08.15,11:18:18,1308,1315,+7,-5,Standard,120+1,B01,Time forfeit
Rated bullet game,https://lichess.org/jPOZoWgg,2024.08.15,?,Altcs,talmizrahi1,0-1,2024.08.15,09:09:24,1313,1301,-6,+7,Standard,120+1,A00,Time forfeit
Rated bullet game,https://lichess.org/fRskPVj1,2024.08.15,?,talmizrahi1,mattmarsh323,1-0,2024.08.15,09:04:48,1295,1291,+6,-6,Standard,120+1,B30,Normal
Rated bullet game,https://lichess.org/8yazIdQu,2024.08.14,?,Isagi_YoiTchi,talmizrahi1,0-1,2024.08.14,20:12:12,1317,1288,-7,+7,Standard,60+0,B50,Normal
Rated bullet game,https://lichess.org/A5W32f8N,2024.08.14,?,lklbl,talmizrahi1,1-0,2024.08.14,20:09:43,1396,1292,+5,-4,Standard,60+0,B20,Time forfeit
Rated bullet game,https://lichess.org/td7Sxxnd,2024.08.14,?,talmizrahi1,InSane27,0-1,2024.08.14,20:07:22,1300,1278,-8,+7,Standard,60+0,C50,Time forfeit
Rated bullet game,https://lichess.org/8PHFwXZW,2024.08.14,?,talmizrahi1,GGFranz,0-1,2024.08.14,20:05:03,1308,1263,-8,+7,Standard,60+0,C62,Normal
Rated bullet game,https://lichess.org/an1fsFri,2024.08.14,?,Osmaraja,talmizrahi1,0-1,2024.08.14,20:03:18,1379,1299,-23,+9,Standard,60+0,D02,Normal
Rated bullet game,https://lichess.org/dTT65K2X,2024.08.14,?,talmizrahi1,Humsterchess,0-1,2024.08.14,20:01:08,1306,1337,-7,+5,Standard,60+0,C00,Normal
Rated bullet game,https://lichess.org/XJgfKqTz,2024.08.14,?,Emkej95,talmizrahi1,0-1,2024.08.14,19:58:56,1413,1296,-7,+10,Standard,60+0,B50,Time forfeit
